,doc_id,text,triplets,rel_count,len,new_len,in_len,relations,rel_len
366,497,"Belarus opposition leader: CNN report shows Lukashenko regime facilitated Russian aggression in Ukraine. An opposition leader in exile from Belarus has demanded that Lukashenko be held to account for Lukashenko's regime’s complicity in the Ukraine war and for Russian soldiers to withdraw from Belarusian soil, after a CNN investigation revealed new evidence that Belarus provided medical assistance to injured Russian troops.     Russia used Belarus as …
The post Belarus opposition leader: CNN report shows Lukashenko regime facilitated Russian aggression in Ukraine appeared first on Egypt Independent.",<triplet> CNN report <subj> Lukashenko regime <obj> Make Public Statement <triplet> CNN report <subj> Ukraine <obj> Make Public Statement <triplet> CNN report <subj> Russian <obj> Make Public Statement <triplet> An opposition leader <subj> Lukashenko <obj> Demand <triplet> An opposition leader <subj> Russian soldiers <obj> Demand <triplet> CNN <subj> Belarus <obj> Investigate <triplet> Belarus <subj> Russian <obj> Provide Aid <triplet> Lukashenko's regime <subj> Russian soldiers <obj> Engage In Material Cooperation,8,8,8,605,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Demand', 'Demand', 'Investigate', 'Provide Aid', 'Engage In Material Cooperation']",8
367,499,"Parliament okays all amendments to Civil Status Law. The House of Representatives finally approved on Wednesday 26/10/2022 amendments to all proposed articles of the Civil Status Law which is submitted by the government to amend some articles of Law No. 143 for the year 1994.   The House of Representatives referred amendments to all proposed articles of the Civil Status Law which is submitted by the government to amend some articles of Law No. 143 for the year 1994 to a joint committee of the constitutional and legislative affairs as …
The post Parliament okays all amendments to Civil Status Law appeared first on Egypt Independent.",<triplet> Parliament <subj> Civil Status Law <obj> Engage In Diplomatic Cooperation <triplet> The House of Representatives <subj> all proposed articles of the Civil Status Law <obj> Engage In Diplomatic Cooperation <triplet> The House of Representatives <subj> all proposed articles of the Civil Status Law <obj> Engage In Diplomatic Cooperation,3,3,2,639,"['Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation']",3
368,500,"CBE governor answers why interest rates were raised for the first time in 5 months. On Thursday morning, CBE announced a package of exceptional decisions related to withdrawal and deposit limits for retailers and companies, whether through bank branches or automated teller machines. Deposit interest rate CBE's Monetary Policy Committee raised interest rates by 200 basis points, in an extraordinary meeting, setting overnight lending …
The post CBE governor answers why interest rates were raised for the first time in 5 months appeared first on Egypt Independent.",<triplet> CBE <subj> retailers <obj> Make Public Statement <triplet> CBE <subj> companies <obj> Make Public Statement,2,2,2,566,"['Make Public Statement', 'Make Public Statement']",2
369,501,"Egypt condemns deadly attack targeting shrine in Iran. Egypt strongly condemned Thursday an attack on a Shia religious shrine in the southern Iranian city of Shiraz that left several people killed and injured.   Egypt offered condolences to the families of several people, wishing those injured a speedy recovery, according to a statement issued by the Foreign Ministry on Thursday.   Egypt also …
The post Egypt condemns deadly attack targeting shrine in Iran appeared first on Egypt Independent.",<triplet> Egypt <subj> deadly attack <obj> Disapprove <triplet> deadly attack <subj> shrine in Iran <obj> Fight <triplet> an attack <subj> a Shia religious shrine <obj> Fight <triplet> Egypt <subj> an attack <obj> Disapprove <triplet> an attack <subj> several people <obj> Fight <triplet> Egypt <subj> families of several people <obj> Make Public Statement,6,6,6,497,"['Disapprove', 'Fight', 'Fight', 'Disapprove', 'Fight', 'Make Public Statement']",6
370,502,"Egypt obtains IMF loan worth $3 bln. The head of the International Monetary Fund (IMF) mission to Egypt announced in a press conference, on Thursday, held with Egypt's Prime Minister Mostafa Madbouly, the governor of the Central Bank of Egypt and a number of ministerial officers, that an agreement has been concluded with Egypt on a loan worth US$3 billion over a …
The post Egypt obtains IMF loan worth $3 bln appeared first on Egypt Independent.",<triplet> IMF <subj> Egypt <obj> Engage In Material Cooperation <triplet> The head of the International Monetary Fund (IMF) mission to Egypt <subj> Egypt's Prime Minister Mostafa Madbouly <obj> Consult <triplet> The head of the International Monetary Fund (IMF) mission to Egypt <subj> the governor of the Central Bank of Egypt <obj> Consult <triplet> The head of the International Monetary Fund (IMF) mission to Egypt <subj> a number of ministerial officers <obj> Consult,4,4,4,448,"['Engage In Material Cooperation', 'Consult', 'Consult', 'Consult']",4
371,503,"President El-Sisi’s Speech Marking the 50th Anniversary of Egyptian-UAE Relations. President El-Sisi’s's Speeches   “In the name of Allah the Most Benevolent, the Most Merciful”   Today, we celebrate a very dear and cherished occasion to the heart of every Egyptian; the 50th anniversary of the Egyptian-Emirati relations.       the Egyptian-Emirati relations set a perfect example for strong ties that bind the two countries …
The post President El-Sisi’s Speech Marking the 50th Anniversary of Egyptian-UAE Relations appeared first on Egypt Independent.",<triplet> President El-Sisi <subj> Egyptian <obj> Make Public Statement <triplet> President El-Sisi <subj> UAE <obj> Make Public Statement <triplet> Egyptian <subj> UAE <obj> Engage In Diplomatic Cooperation <triplet> Egyptian <subj> Emirati <obj> Engage In Diplomatic Cooperation <triplet> Egyptian <subj> Emirati <obj> Engage In Diplomatic Cooperation,5,5,4,555,"['Make Public Statement', 'Make Public Statement', 'Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation']",5
372,504,"US Envoy for Climate praises Egypt’s role hosting COP27. US Envoy for Climate said, Wednesday that the upcoming climate summit in Sharm el-Sheikh in Egypt’s [COP27] is viewed as the “implementation summit”. US Envoy for Climate explained that officials and leaders must do everything in officials and leaders's power to limit global warming because, “We create conditions in the universe that cannot be undone”.   …
US Envoy for Climate praises Egypt’s's role hosting COP27 appeared first on Egypt Independent.",<triplet> US Envoy for Climate <subj> Egypt <obj> Engage In Diplomatic Cooperation <triplet> US Envoy for Climate <subj> Sharm el-Sheikh in Egypt <obj> Make Public Statement <triplet> Egypt <subj> COP27 <obj> Consult <triplet> US Envoy for Climate <subj> officials <obj> Make Public Statement <triplet> US Envoy for Climate <subj> leaders <obj> Make Public Statement,5,5,5,510,"['Engage In Diplomatic Cooperation', 'Make Public Statement', 'Consult', 'Make Public Statement', 'Make Public Statement']",5
373,505,"Putin: Russia battling 'Western domination' as Ukraine war grinds on. Putin showed no sign of backpedalling on the eight-month-old invasion of Ukraine, and indeed painted the current situation as part of the decline of Western dominance in global affairs.",<triplet> Putin <subj> Western dominance <obj> Make Public Statement <triplet> Russia <subj> Ukraine <obj> Fight <triplet> Putin <subj> Ukraine <obj> Fight,3,3,3,255,"['Make Public Statement', 'Fight', 'Fight']",3
374,507,"Elon Musk takes control of Twitter, fires executives. The closure of the deal marks the culmination of a long and drawn out back-and-forth between Elon Musk and Twitter.",<triplet> Elon Musk <subj> executives <obj> Reduce Relations,1,1,1,169,['Reduce Relations'],1
375,508,"Outrage as Australian rape case abruptly ends in mistrial. Brittany Higgins, 27, alleged that former conservative staffer Bruce Lehrmann, 27, raped Brittany Higgins, 27, on a couch inside the parliamentary office of a government minister following a night of heavy drinking in March 2019.",<triplet> Brittany Higgins <subj> former conservative staffer Bruce Lehrmann <obj> Make Public Statement <triplet> former conservative staffer Bruce Lehrmann <subj> Brittany Higgins <obj> Assault,2,2,2,288,"['Make Public Statement', 'Assault']",2
376,510,"Same-sex marriage now legal across Mexico. ""There are no first or second-class people, all people should enjoy Same-sex marriage,"" said local congresswoman Nancy Ruiz of the conservative National Action Party (PAN), who promoted the reform.",<triplet> local congresswoman Nancy Ruiz of the conservative National Action Party (PAN) <subj> people <obj> Make Public Statement <triplet> Mexico <subj> Same-sex marriage <obj> Yield,2,2,2,240,"['Make Public Statement', 'Yield']",2
377,511,New Polynesian settlement discovered on Norfolk Island. An archeological dig has uncovered the site of a second ancient Polynesian settlement on Norfolk Island. Vision: Wolter Peeters,<triplet> An archeological dig <subj> a second ancient Polynesian settlement <obj> Investigate,1,1,1,183,['Investigate'],1
378,512,Australian women and children returning home from Syrian detention camp. A group of Australian women and children who lived under Islamic State rule are heading to Sydney from Syrian detention camp.,<triplet> Syrian detention camp <subj> Australian women and children <obj> Yield,1,1,1,198,['Yield'],1
379,513,Inside the Biden and Democrats’ elaborate attempt to woo TikTok influencers. Biden met eight TikTok stars who have a combined following of more than 67 million in the hope that eight TikTok stars who have a combined following of more than 67 million's posts will turn out votes for Democrats in the midterm elections.,<triplet> Biden <subj> eight TikTok stars <obj> Consult,1,1,1,317,['Consult'],1
380,516,Putin attacks West in annual speech near Moscow. Russian President Vladimir Putin has accused West of fuelling the war in Ukraine in a speech near Moscow.,<triplet> Putin <subj> West <obj> Disapprove <triplet> Russian President Vladimir Putin <subj> West <obj> Disapprove <triplet> West <subj> Ukraine <obj> Engage In Material Cooperation,3,3,3,154,"['Disapprove', 'Disapprove', 'Engage In Material Cooperation']",3
381,518,"Why Russia stole Potemkin’s bones from Ukraine. As the war intensifies near Kherson, Russia dispatched a team to an 18th-century stone cathedral on a special mission - to steal the bones of Potemkin’s.",<triplet> Russia <subj> Ukraine <obj> Coerce,1,1,1,201,['Coerce'],1
382,521,"Putin says world faces the most dangerous decade sine World War II. Putin played down a nuclear standoff, insisting Russia had not threatened to use nuclear weapons and had only responded to nuclear “blackmail” from Western leaders.",<triplet> Putin <subj> Western leaders <obj> Make Public Statement <triplet> Putin <subj> world <obj> Make Public Statement,2,2,2,232,"['Make Public Statement', 'Make Public Statement']",2
383,524,Putin oversees Russia nuclear exercises. Vladimir Putin has overseen annual exercises by Russia's strategic nuclear forces as Vladimir Putin's invasion of Ukraine falters.,<triplet> Vladimir Putin <subj> Ukraine <obj> Fight <triplet> Putin <subj> Russia nuclear exercises <obj> Investigate <triplet> Vladimir Putin <subj> Russia's strategic nuclear forces <obj> Investigate,3,3,3,171,"['Fight', 'Investigate', 'Investigate']",3
384,525,Intruder shouted 'where is Nancy?' in attack on US Speaker Pelosi's husband - reports. US Speaker Pelosi's's husband was attacked by Intruder in their California home on Friday.,<triplet> Intruder <subj> Nancy <obj> Make Public Statement <triplet> Intruder <subj> US Speaker Pelosi's husband <obj> Fight <triplet> Intruder <subj> US Speaker Pelosi's's husband <obj> Fight,3,3,3,177,"['Make Public Statement', 'Fight', 'Fight']",3
